Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,COCINA ECONOMICA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,COCINA ECONOMICA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,FRANCISCO I MADERO,97730,Yucatán,Espita,,,
Hotelería y Restaurantes,COCINA ECONOMICA YOFI,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,350,,,,SAN FELIPE,97616,Yucatán,San Felipe,9861121599,,
Hotelería y Restaurantes,COCINA LORENS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,32,,ABALA,97825,Yucatán,Abalá,9992579875,,
Hotelería y Restaurantes,COCTELERIA EL PARAISO,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,13,0,SN,,,MEJORADA,97862,Yucatán,Ticul,9971517126,,
Hotelería y Restaurantes,COMIDA A DOMICILIO EL SASON DE DE MANUELA,,722516,Restaurantes de autoservicio,11 a 30 personas,13,200,D,,,FELIPE CARRILLO PUERTO,97840,Yucatán,Muna,9971400595,,
Hotelería y Restaurantes,CON CHAMOY VENTA DE TROLES Y FRAPPES,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,SAN LAZARO,97740,Yucatán,Temozón,9851180494,,
Hotelería y Restaurantes,COOPERATIVA DEL COBAY,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,0,,SUCILA YUCATAN,97630,Yucatán,Sucilá,,,
Hotelería y Restaurantes,COOPERATIVA DEL COBAY KIMBILA 33,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,,SN,,,KIMBILA,97550,Yucatán,Izamal,,,
Hotelería y Restaurantes,COSINA ECONOMICA ALBA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,192,,0,,GUADALUPE,97862,Yucatán,Ticul,9971231169,,
Hotelería y Restaurantes,COVALY COMIDAS MAS POSTRES,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,RESIDENCIAL PENSIONES,97217,Yucatán,Mérida,9991174321,,
Hotelería y Restaurantes,DELICIAS DEL MAR,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,13,0,SN,,,CACALCHEN,97460,Yucatán,Cacalchén,9911043994,,
Hotelería y Restaurantes,DESAYUNOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,255,A,,,SAN JOAQUIN 1,97864,Yucatán,Ticul,,,
Hotelería y Restaurantes,EL BEBEDERO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,,,CENTRO,97740,Yucatán,Temozón,9851022822,,
Hotelería y Restaurantes,EL CAFECITO,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,EL RINCON DE LOS ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,ELABORACION DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,ELABORACION DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,FRAPES Y MICHELADAS DOÑA LUPITA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,DZILAM GONZALEZ,97600,Yucatán,Dzilam González,9911139654,,
Hotelería y Restaurantes,FRAPPERIA RUMA,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,,,KAUA,97764,Yucatán,Kaua,,,
Hotelería y Restaurantes,HOGSONS,HOGSONS SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,13,0,SN,,,ITZIMNA,97100,Yucatán,Mérida,,,
Hotelería y Restaurantes,HOTEL GUTIERREZ,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,13,104,,,,CELESTUN,97367,Yucatán,Celestún,9991387881,,
Hotelería y Restaurantes,HOTEL TABASCO RIO,,721112,Hoteles sin otros servicios integrados,11 a 30 personas,13,115,,0,,RIO LAGARTOS,97720,Yucatán,Río Lagartos,,,
Hotelería y Restaurantes,JUGOS NATURALES SIN NOMBRE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,,SN,,,CENTRO,97854,Yucatán,Dzán,,,
Hotelería y Restaurantes,JUGOS Y LICUADOS PEPE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,9994187477,,
Hotelería y Restaurantes,JUGUERIA LOS TRES CARNALES,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,CENTRO,97580,Yucatán,Homún,9993532179,,
Hotelería y Restaurantes,LA ESQUINA CHILANGA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,3,L,,,EL PRADO,97203,Yucatán,Mérida,9993703470,,
Hotelería y Restaurantes,LA GUERA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,,SN,,,MAXCANU,97800,Yucatán,Maxcanú,9994500109,,
Hotelería y Restaurantes,LA PALAPITA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,292,,0,,EL PRADO,97203,Yucatán,Mérida,9992031239,,
Hotelería y Restaurantes,LA REINA DEL HIELO,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,,,CENTRO,97425,Yucatán,Yobaín,9911034074,,
Hotelería y Restaurantes,LA SAZON DE MAMA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,279,,,,SAN CARLOS,97130,Yucatán,Mérida,9999097619,,
Hotelería y Restaurantes,LA TAKIZA CELESTUN,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,13,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,LEANDROS PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,103,,0,,CACALCHEN,97460,Yucatán,Cacalchén,9911133030,,
Hotelería y Restaurantes,LONCHE DOÑA IRASEMA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,PISTE DE CHICHEN ITZA,97757,Yucatán,Tinum,,,
Hotelería y Restaurantes,LONCHERIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,LONCHERIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,LONCHERIA AURORA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,SAN JOAQUIN,97864,Yucatán,Ticul,9971015461,,
Hotelería y Restaurantes,LONCHERIA CARMITA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,CHUBURNA,97336,Yucatán,Progreso,9992753730,,
Hotelería y Restaurantes,LONCHERIA DÑA LUISA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,211,A,,,CALLE,97862,Yucatán,Ticul,9971003033,,
Hotelería y Restaurantes,LONCHERIA DOÑA ANGELINA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911042882,,
Hotelería y Restaurantes,LONCHERIA DOÑA OLIVIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,0,,SAN LAZARO,97740,Yucatán,Temozón,9858522074,,
Hotelería y Restaurantes,LONCHERIA GABI,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,SAN ROMAN,97390,Yucatán,Umán,,,
Hotelería y Restaurantes,LONCHERIA JIREH,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,0,,SAN JOAQUIN,97864,Yucatán,Ticul,,,
Hotelería y Restaurantes,LONCHERIA JULIANA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,,SN,,,KAUA,97764,Yucatán,Kaua,,,
Hotelería y Restaurantes,LONCHERIA LA FE DE FATIMA,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,13,193,,,,CALLE,97862,Yucatán,Ticul,,,
Hotelería y Restaurantes,LONCHERIA LA GOTITA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,200,D,0,,MEJORADA,97862,Yucatán,Ticul,,,
Hotelería y Restaurantes,LONCHERIA LA GUADALUPANA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,LONCHERIA LA LUPITA,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,13,0,SN,,,MUNA,97840,Yucatán,Muna,,,
Hotelería y Restaurantes,LONCHERIA LOS TRICICLOS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,FELIPE CARRILLO PUERTO,97200,Yucatán,Mérida,9991658520,,
Hotelería y Restaurantes,LONCHERIA REY DAVID,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,191,D,,,CALLE,97862,Yucatán,Ticul,9971238460,,
Hotelería y Restaurantes,LONCHERIA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,CENTRO,97854,Yucatán,Dzán,,,
Hotelería y Restaurantes,LONCHERIA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,MEJORADA,97862,Yucatán,Ticul,,,
Hotelería y Restaurantes,LONCHERIA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,DZIDZANTUN,97500,Yucatán,Dzidzantún,9911066165,,
Hotelería y Restaurantes,LONCHERIA TEKAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,MEJORADA,97680,Yucatán,Tekit,9971002580,,
Hotelería y Restaurantes,MACHACADOS SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,MARISQUERIA GRETY,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,13,0,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,5638711959,,
Hotelería y Restaurantes,MARISQUERIA NUBIA AVILA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,13,0,SN,,,MEJORADA,97862,Yucatán,Ticul,,,
Hotelería y Restaurantes,MI PUERTO CASA MARTIN,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,MICHELADAS DON MACAL,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,,,GUADALUPE,97862,Yucatán,Ticul,9996351476,,
Hotelería y Restaurantes,MICHELADAS EL PISTE,,722412,"Bares, cantinas y similares",0 a 5 personas,13,0,SN,,,TICUL,97860,Yucatán,Ticul,9971402881,,
Hotelería y Restaurantes,MIYABI,RESTAURANTES MIYABI SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,13,80,,,,MEXICO,97128,Yucatán,Mérida,,,WWW.MIYABI.COM.MX
Hotelería y Restaurantes,PESCADERIA DOÑA SUSANA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,13,,SN,,,CHUBURNA,97221,Yucatán,Progreso,9994467086,,
Hotelería y Restaurantes,PIZZA LULU,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,TIXKOKOB,97470,Yucatán,Tixkokob,,,
Hotelería y Restaurantes,PIZZERIA ALAN,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,242,,0,,SAN JOAQUIN,97864,Yucatán,Ticul,9971292671,,
Hotelería y Restaurantes,PIZZERIA CHEZ DIDIER,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,13,0,SN,,,CENTRO,97990,Yucatán,Akil,9971166727,DIDDIERORTEGON@GMAIL.COM,
Hotelería y Restaurantes,PIZZERIA DADOS PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,358,,,,JUAN PABLO II,97246,Yucatán,Mérida,9999034451,,
Hotelería y Restaurantes,PIZZERIA DANY Y PAO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,TIXCACALCUPUL,97762,Yucatán,Tixcacalcupul,9982469532,,
Hotelería y Restaurantes,PIZZERIA DON QUESOS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,13,286,,0,,EL PRADO,97203,Yucatán,Mérida,9999468990,,
Hotelería y Restaurantes,PIZZERIA PIZZAS REYNIS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911022782,,
Hotelería y Restaurantes,PIZZERIA SIN NOMBRE,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,CENTRO,97854,Yucatán,Dzán,9971229524,,
Hotelería y Restaurantes,PIZZERIA TINOS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,PIZZERIA TUUNBEN SAASTAL,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,XOCEN,97785,Yucatán,Valladolid,,,
Hotelería y Restaurantes,POESIS MIXOLOGIA,POESIS MIXOLOGIA SA DE CV,722412,"Bares, cantinas y similares",0 a 5 personas,13,0,SN,,,MONTEBELLO,97113,Yucatán,Mérida,9991228264,,
Hotelería y Restaurantes,POLLERIA EL PASO MARY,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,,SN,,,MIRAFLORES,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,POLLO MEXICANO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,POLLOS ASADOS SINALOA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,249,B,0,,SAN JOAQUIN,97864,Yucatán,Ticul,9971557885,,
Hotelería y Restaurantes,POSADA LAS PIEDRAS DE RUBI,,721311,Pensiones y casas de huéspedes,0 a 5 personas,13,0,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911109891,POSADARUBI03@GMAIL.COM,
Hotelería y Restaurantes,POSADA MERCI,,721311,Pensiones y casas de huéspedes,6 a 10 personas,13,92,A,0,,RIO LAGARTOS,97720,Yucatán,Río Lagartos,,,
Hotelería y Restaurantes,POSADAS LUZ DEL MAR,,721311,Pensiones y casas de huéspedes,0 a 5 personas,13,,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911028344,,
Hotelería y Restaurantes,RADIO STATION PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,13,102,,,,VISTA ALEGRE,97130,Yucatán,Mérida,9996055398,,
Hotelería y Restaurantes,RENTA DE CABAÑAS SIN NOMBRE,,721190,"Cabañas, villas y similares",0 a 5 personas,13,,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911024214,,
Hotelería y Restaurantes,RENTA DE CUARTOS SIN NOMBRE,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,13,0,SN,,,SAN FRANCISCO DE ASIS,97770,Yucatán,Chemax,9851132678,,
Hotelería y Restaurantes,RESTAURANT CHUN YAAX CHE,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,,,MUNA,97840,Yucatán,Muna,,,
Hotelería y Restaurantes,RESTAURANT LOS ALMENDROS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,,,SAN FRANCISCO DE ASIS,97770,Yucatán,Chemax,9858082469,,
Hotelería y Restaurantes,RESTAURANTE FAMILIAR CUEVA MAYA,,722412,"Bares, cantinas y similares",6 a 10 personas,13,0,SN,0,,SAN FRANCISCO DE ASIS,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,RESTAURANTE GENESIS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,13,0,SN,,,LUIS ROSADO VEGA,97770,Yucatán,Chemax,9851068836,,
Hotelería y Restaurantes,RESTAURANTE LA BARRACRUDA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,RIO LAGARTOS,97720,Yucatán,Río Lagartos,9861181710,,
Hotelería y Restaurantes,RESTAURANTE LA CARRETA CUBANA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,,,GARCIA GINERES,97070,Yucatán,Mérida,9999201983,LACARRETACUBANA@HOTMAIL.COM,
Hotelería y Restaurantes,RESTAURANTE LA CASA DE LALO,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,13,264,,,,EL PRADO,97203,Yucatán,Mérida,9991440259,LA_CASADELALO@HOTMAIL.COM,WWW.LACASADELALO.COM
Hotelería y Restaurantes,RESTAURANTE LA ESPERANZA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,0,,MIRA FLORES,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,RESTAURANTE LA NATURALEZA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,13,0,SN,,,SAN FRANCISCO DE ASIS,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,RESTAURANTE LA TUCHA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,13,,SN,,,CELESTUN,97367,Yucatán,Celestún,9992590788,,
Hotelería y Restaurantes,RESTAURANTE LIRUMEME,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,13,213,,213,,EL PRADO,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,RESTAURANTE LOS PELICANOS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,,,MIRAFLORES,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,RESTAURANTE TURISTICO EL PALMAR,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,13,0,SN,0,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,RETRO CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,TIXCACALCUPUL,97762,Yucatán,Tixcacalcupul,,,
Hotelería y Restaurantes,SAGRADA PARRILLA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,289,,289,,FRACCIONAMIENTO PRADO,97203,Yucatán,Mérida,9991087402,,
Hotelería y Restaurantes,SERVICIO DE SUPLEMENTOS ALIMENTICIOS SIN NOMBRE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,13,0,SN,,,CENTRO,97854,Yucatán,Dzán,9971147587,,
Hotelería y Restaurantes,TAMALERIA LA SIRENA,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,,,MAXCANU,97800,Yucatán,Maxcanú,,,
Hotelería y Restaurantes,TAQUERIA DON SOL,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,CHIKINDZONOT,97940,Yucatán,Chikindzonot,,,
Hotelería y Restaurantes,TAQUERIA EL AMIGO YONNY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,192,,,,GUADALUPE,97862,Yucatán,Ticul,9971560248,,
Hotelería y Restaurantes,TAQUERIA EL BUEN TAQUITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,KAUA,97764,Yucatán,Kaua,9991970383,,
Hotelería y Restaurantes,TAQUERIA EL CHILANGO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,PISTE DE CHICHEN ITZA,97757,Yucatán,Tinum,9997637344,,
Hotelería y Restaurantes,TAQUERIA LA ABUELITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,MAXCANU,97800,Yucatán,Maxcanú,,,
Hotelería y Restaurantes,TAQUERIA LA CASA DEL CUBANO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,0,SN,,,HALACHO,97830,Yucatán,Halachó,9971131091,,
Hotelería y Restaurantes,TAQUERIA LEO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,13,,SN,,,FELIPE CARRILLO PUERTO,97430,Yucatán,Motul,9911042797,,
